Source ID,Source Name,Author,Title,Description,URL,URL To Image,Published At,Content,Movie name,Typology,
,Digital Trends,Blair Marnell,What went wrong with The Marvels? 5 reasons why the MCU is in trouble,"After a disastrous opening reception, many are asking this question: What went wrong with The Marvels? Here are 5 reasons why the latest MCU movie flopped.",https://www.digitaltrends.com/movies/what-went-wrong-with-the-marvels-five-reasons-why-the-mcu-is-in-trouble/,https://www.digitaltrends.com/wp-content/uploads/2023/09/The-Marvels-Trailer.jpg?resize=1200%2C630&p=1,2023-11-11T18:15:04Z,"The Marvels | Final Trailer | In Theaters Friday
Marvel and Disney are always scouring the press to get a good pull quote for their films. So for The Marvels, this is what they can use from us here … [+5566 chars]",The Marvels,Delivery,
,Digital Trends,Blair Marnell,"7 best cosmic Marvel characters ever, ranked","There are more heroes in space than The Marvels. Let's dive into the seven best cosmic Marvel characters, most of whom aren't in the MCU!",https://www.digitaltrends.com/movies/7-best-cosmic-marvel-characters-ranked/,https://www.digitaltrends.com/wp-content/uploads/2023/05/Cosmic-Ghost-Rider.jpg?resize=1200%2C630&p=1,2023-11-11T13:00:18Z,"The Marvels isn’t the only movie or piece of content that features Marvel’s cosmic heroes. In the early 1960s, Marvel Comics stood out from DC by introducing grounded and realistic characters like Sp… [+10804 chars]",The Marvels,Lore,
,Digital Trends,Jason Struss,The Marvels: How many post-credits scenes are there in the latest MCU movie?,"With every MCU movie, fans have to know: Does it have an end credits scene? DT reveals how many post-credits scenes The Marvels has and who shows up at the end.",https://www.digitaltrends.com/movies/the-marvels-post-credits-scene-explanation/,https://www.digitaltrends.com/wp-content/uploads/2023/11/the-marvels-poster-a.jpg?resize=1200%2C630&p=1,2023-11-10T00:00:46Z,"Marvel Studios
It’s November, which means it’s time for the usual seasonal things: holiday movies no one wants to see; too many football games to keep track of; and sales on stuff you probably don’t… [+3524 chars]",The Marvels,Writing,
,The A.V. Club,Eric Francisco,The Hunger Games: The Ballad Of Songbirds And Snakes review: A sappy riff on Romeo And Juliet,"What is the root of evil? In the YA fiction genre, storytellers often source it to bad breakups and torn friendships, which can transform Prince Charming into the Prince of Darkness. Plain evil isn’t engaging, but evil for evil’s sake can be wildly compelling…",https://www.avclub.com/hunger-games-ballad-of-songbirds-and-snakes-review-1851001265,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/ec1aa502908f206e1ef04fc0cea7b68a.jpg",2023-11-09T19:00:00Z,"What is the root of evil? In the YA fiction genre, storytellers often source it to bad breakups and torn friendships, which can transform Prince Charming into the Prince of Darkness. Plain evil isnt … [+6290 chars]",Hunger Games,Writing,
,Forbes,"Antonio Pequeño IV, Forbes Staff, 
 Antonio Pequeño IV, Forbes Staff
 https://www.forbes.com/sites/antoniopequenoiv/","‘The Marvels’ Tallies Only $21.5 Million At Box Office On Opening Day Despite $220 Million Budget, Report Says",The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.,https://www.forbes.com/sites/antoniopequenoiv/2023/11/11/the-marvels-tallies-only-215-million-at-box-office-on-opening-day-despite-220-million-budget-report-says/,"https://imageio.forbes.com/specials-images/imageserve/654fbe2e301b8aad509551ba/0x0.jpg?format=jpg&crop=1333,749,x0,y85,safe&height=900&width=1600&fit=bounds",2023-11-11T17:50:05Z,"The Marvels, the 33rd movie in the Disney-owned Marvel Cinematic Universe, is shaping up to have the lowest box office opening weekend ever for an MCU movie, according to multiplereports, with Variet… [+2977 chars]",The Marvels,Box Office,
,The A.V. Club,Sam Barsanti,Ballad Of Songbirds And Snakes' Rachel Zegler always pictured herself starring in this movie,"With the SAG-AFTRA strike finally over, actors can get back to work acting and doing promotional stuff to promote their acting. Hunger Games prequel The Ballad Of Songbirds And Snakes had gotten an interim agreement in October, so its stars could’ve promoted …",https://www.avclub.com/ballad-of-songbirds-and-snakes-rachel-zegler-star-1851015626,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/1db03fc6cc80a2c65c938054eeb9b666.jpg",2023-11-12T20:50:00Z,"With the SAG-AFTRA strike finally over, actors can get back to work acting and doing promotional stuff to promote their acting. Hunger Games prequel The Ballad Of Songbirds And Snakeshad gotten an in… [+1810 chars]",Hunger Games,Cast,
,Digital Trends,Blair Marnell,Here are all the MCU movies and shows you need to watch before The Marvels,Need a crash course on what's happening at Marvel before The Marvels? Then check out these MCU movies and shows so you can be ready for Captain Marvel's sequel.,https://www.digitaltrends.com/movies/here-are-all-the-mcu-movies-and-shows-you-need-to-watch-before-the-marvels/,https://www.digitaltrends.com/wp-content/uploads/2023/11/The-Marvels-Poster.jpg?resize=1200%2C630&p=1,2023-11-09T20:30:01Z,"Marvel Studios
In case you hadn’t heard, there’s a new Marvel movie out this week. But if you haven’t gotten around to getting tickets for The Marvels yet, don’t worry, there should be plenty of ava… [+4390 chars]",The Marvels,Lore,
,Forbes,"Brian Bushard, Forbes Staff, 
 Brian Bushard, Forbes Staff
 https://www.forbes.com/sites/brianbushard/",Nintendo Confirms ‘Legend Of Zelda’ Live-Action Film Adaptation,"“The Legend of Zelda” is Nintendo’s latest foray on the big screen, following its wildly popular “The Super Mario Bros. Movie.”",https://www.forbes.com/sites/brianbushard/2023/11/07/nintendo-confirms-legend-of-zelda-live-action-film-adaptation/,"https://imageio.forbes.com/specials-images/imageserve/654ac0c8884dbd293ab6a8c1/0x0.jpg?format=jpg&crop=2408,1353,x0,y121,safe&height=900&width=1600&fit=bounds",2023-11-07T23:07:32Z,"Nintendo on Tuesday confirmed a live-action film adaptation of massively popular video game franchise The Legend of Zelda is in the works, the latest in a spate of video games to get a big screen deb… [+2437 chars]",N/A,N/A,
,Forbes,"Antonio Pequeño IV, Forbes Staff, 
 Antonio Pequeño IV, Forbes Staff
 https://www.forbes.com/sites/antoniopequenoiv/","‘The Marvels’ Tallies Only $21.5 Million On Box Office Opening Day Despite $220 Million Budget, Report Says",The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.,https://www.forbes.com/sites/antoniopequenoiv/2023/11/11/the-marvels-tallies-only-215-million-on-box-office-opening-day-despite-220-million-budget-report-says/,"https://imageio.forbes.com/specials-images/imageserve/654fbe2e301b8aad509551ba/0x0.jpg?format=jpg&crop=1333,749,x0,y85,safe&height=900&width=1600&fit=bounds",2023-11-11T17:50:05Z,"The Marvels, the 33rd movie in the Disney-owned Marvel Cinematic Universe, is shaping up to have the lowest box office opening weekend ever for an MCU movie, according to multiplereports, with Variet… [+2977 chars]",The Marvels,Box Office,
polygon,Polygon,Oli Welsh,World of Warcraft Classic is becoming its own game — is Fortnite OG next?,"Blizzard is remixing classic WoW with Season of Discovery — which, along with Epic’s Fortnite Chapter 1 revival, shows online gaming nostalgia is big business.",https://www.polygon.com/23954103/world-of-warcraft-classic-fortnite-og-nostalgia,https://cdn.vox-cdn.com/thumbor/3DlENh0FfkOg_qgq1DQeJIyck1I=/0x0:7171x3754/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25071261/Cataclysm_Classic_Azeroth_Aflame__Key_Art_.jpg,2023-11-10T16:30:00Z,"A couple of significant things happened in the world of online gaming over the first weekend of November. At its BlizzCon convention in California, Blizzard devoted quite a lot of time to World of Wa… [+6333 chars]",N/A,N/A,
,Gizmodo.com,Sabina Graves,The Marvels' Nia DaCosta Explains Why She Made a Family-Powered Movie,"Image: Marvel Studios
Marvel Studios is tapping into the majorly cosmic powers of Captain Marvel, Carol Danvers (Brie Larson); Ms. Marvel, Kamala Khan (Iman Vellani); and Photon, Monica Rambeau (Teyonah Parris) by fueling them with the power of family.In a s…",https://gizmodo.com/interview-nia-dacosta-the-marvels-centers-family-mcu-1850996502,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/31f2dc59068e074d96f81d8246976ba8.jpg",2023-11-07T16:30:00Z,"Marvel Studios is tapping into the majorly cosmic powers of Captain Marvel, Carol Danvers (Brie Larson); Ms. Marvel, Kamala Khan (Iman Vellani); and Photon, Monica Rambeau (Teyonah Parris) by fueling… [+2350 chars]",The Marvels,Cast,
,Livejournal.com,polynucleotide,Weekend Box Office: The Marvels bombs,"Box Office: 'The Marvels' Misfires With $47 Million, Lowest MCU Opening Weekend of All Time https://t.co/zVOUZMETVg
— Variety (@Variety) November 12, 2023The Marvels may have nabbed top spot at the box office this weekend, but that point is the only good thi…",https://ohnotheydidnt.livejournal.com/127221213.html,https://l-stat.livejournal.net/img/sign.png,2023-11-12T17:25:05Z,"Box Office: 'The Marvels' Misfires With $47 Million, Lowest MCU Opening Weekend of All Time https://t.co/zVOUZMETVg
— Variety (@Variety) November 12, 2023
The Marvels may have nabbed top spot at th… [+1442 chars]",The Marvels,Box Office,
,Gizmodo.com,Sabina Graves,"The Marvels' First Reactions Are Here, and All Over the Place","Image: Marvel Studios
The first impressions for The Marvels have hit the internet, and while for some the Marvel Studios flick that soars by the might of its trio of heroes, for others that chemistry is brought down by some wider issuesNia DaCosta’s The Marv…",https://gizmodo.com/the-marvels-critic-reactions-reviews-mcu-brie-larson-1850996175,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/705e316a0766640bc82d7fcb539a150f.jpg",2023-11-08T05:10:00Z,"The first impressions for The Marvelshave hit the internet, and while for some the Marvel Studios flick that soars by the might of its trio of heroes, for others that chemistry is brought down by som… [+880 chars]",The Marvels,Delivery,
business-insider,Business Insider,Madeline Berg,Bob Iger admits Disney's movies aren't all that good anymore,The Disney CEO said the company was focused on quantity over quality.,https://www.businessinsider.com/bob-iger-admits-disney-movies-have-been-bad-2023-11,https://i.insider.com/654c1648b788914e5552fbaa?width=1200&format=jpeg,2023-11-08T23:19:42Z,"Disney CEO Bob Iger didn't make any excuses for recent flops during the company's earnings call. Valerie Macron/Getty Images
<ul><li>Bob Iger's second run as Disney's CEO has been mired with challen… [+2140 chars]",The Marvels,Cast,
,The A.V. Club,William Hughes,The Marvels raises the question: How many times is Marvel going to tease us with [REDACTED]?,"[This story contains big, massive, obvious spoilers for The Marvels. You’ve been warned!]Read more...",https://www.avclub.com/the-marvels-raises-the-question-how-many-times-is-marv-1851013483,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/4eddd250bdcd381c19000d94071da784.jpg",2023-11-11T02:36:00Z,"[This story contains big, massive, obvious spoilers for The Marvels. Youve been warned!]
Nia DaCostas The Marvels opens in theaters this weekend, bringing together Brie Larson, Teyonah Parris, and I… [+2656 chars]",The Marvels,Writing,
,ComingSoon.net,Disheeta Maheshwari,The Hunger Games: Catching Fire Streaming: Watch & Stream Online via Peacock,"The Hunger Games: Catching Fire is the second installment in The Hunger Games film series based on Suzanne Collins’ second Hunger Games novel. This movie follows Katniss Everdeen and Peeta Mellark after their joint victory in the 74th Hunger Games. However, K…",https://www.comingsoon.net/guides/news/1395664-the-hunger-games-catching-fire-streaming-watch-stream-online-via-peacock,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/The-Hunger-Games-Catching-Fire.jpeg?resize=1200,630",2023-11-09T09:47:15Z,The Hunger Games: Catching Fire is the second installment in The Hunger Games film series based on Suzanne Collins second Hunger Games novel. This movie follows Katniss Everdeen and Peeta Mellark aft… [+3071 chars],Hunger Games,Production,
techradar,TechRadar,tom.power@futurenet.com (Tom Power),When is The Marvels coming to Disney Plus?,Want to know when you can watch The Marvels on Disney Plus? We try to answer that question.,https://www.techradar.com/streaming/disney-plus/when-is-the-marvels-coming-to-disney-plus,https://cdn.mos.cms.futurecdn.net/KrKzGiB9XTxNySUDHHYcN4-1200-80.jpg,2023-11-10T08:01:25Z,"The Marvels has finally arrived in theaters – and fans are already asking one big question: when will the superhero film make its Disney Plus debut?
It's a burning query that needs addressing, espec… [+3763 chars]",The Marvels,Production,
,GameSpot,Phil Owen,The Marvels Ending And Mid-Credits Scene Explained,"After several months of delay, Marvel's The Marvels has landed in movie theaters. Despite being the shortest movie in the Marvel Cinematic Universe thus far, The Marvels leaves quite an impact--the ending sets up two separate major plot threads for the future…",https://www.gamespot.com/articles/the-marvels-ending-and-mid-credits-scene-explained/1100-6519080/,https://www.gamespot.com/a/uploads/original/1757/17577455/4219091-marvel%27sthemarvelsendingexplained.jpg,2023-11-10T00:52:00Z,"After several months of delay, Marvel's The Marvels has landed in movie theaters. Despite being the shortest movie in the Marvel Cinematic Universe thus far, The Marvels leaves quite an impact--the e… [+6015 chars]",The Marvels,Writing,
,AppleInsider,news@appleinsider.com (Michael Stroup),Mac marvels: B&H Photo unleashes unbeatable deals on Apple hardware,"B&H Photo often has the lowest price on Apple hardware, and this week, it continues the trend of providing outstanding deals. Don't miss a few thrilling deals that bring high performance into your life.Macs on sale at up to $1,900 off.Top deals this week incl…",https://appleinsider.com/articles/23/11/07/mac-marvels-bh-photo-unleashes-unbeatable-deals-on-apple-hardware,https://photos5.appleinsider.com/gallery/57172-116266-Weekly-Deals-(1)-xl.jpg,2023-11-07T18:22:03Z,"Macs on sale at up to $1,900 off.
B&amp;H Photo often has the lowest price on Apple hardware, and this week, it continues the trend of providing outstanding deals. Don't miss a few thrilling deals t… [+3363 chars]",N/A,N/A,
,Biztoc.com,newsweek.com,Rachel Zegler's red carpet exchange leaves reporter blown away,"One reporter had a wholesome interaction with Hunger Games star Rachel Zegler on the red carpet. Claire Rowden, of MTV UK, was on duty interviewing Zegler and other cast members of The Hunger Games: The Ballad of Songbirds & Snakes. A prequel to the the origi…",https://biztoc.com/x/a796ed544533de3f,https://c.biztoc.com/p/a796ed544533de3f/s.webp,2023-11-10T15:56:09Z,"One reporter had a wholesome interaction with Hunger Games star Rachel Zegler on the red carpet.Claire Rowden, of MTV UK, was on duty interviewing Zegler and other cast members of The Hunger Games: T… [+300 chars]",Hunger Games,Cast,
ign,IGN,Erik Adams,The Hunger Games: The Ballad of Songbirds and Snakes Review,The prequel rushes Rachel Zegler and Tom Blyth through a rich story that needs more time for its characters’ conflicts and manipulations to feel earned.,https://www.ign.com/articles/the-hunger-games-the-ballad-of-songbirds-and-snakes-review,https://assets-prd.ignimgs.com/2023/11/09/mixcollage-09-nov-2023-12-46-pm-2433-1699555743576.jpg?width=1280,2023-11-09T17:00:00Z,"We know what were in for when we sit down for a Hunger Games movie. Adapted from Suzanne Collins trilogy for young adults, theyre full of commentary-via-metaphor on class, politics, war, propaganda, … [+5487 chars]",Hunger Games,Writing,
,Deadline,Baz Bamigboye,‘The Hunger Games: The Ballad Of Songbirds & Snakes’ World Premieres As Team Optimistic For More Sequels,"Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes had its world premiere at London’s BFI IMAX this evening, with a red carpet that featured director Francis Lawrence and stars Rachel Zegler, Tom Blyth, Hunter Schafer, Josh Andres Rivera and more.…",https://deadline.com/2023/11/the-hunger-games-the-ballad-of-songbirds-and-snakes-world-premiere-1235598133/,https://deadline.com/wp-content/uploads/2023/11/GettyImages-1784399578.jpg?w=1024,2023-11-09T20:44:21Z,"Lionsgate’s The Hunger Games: The Ballad of Songbirds &amp; Snakes had its world premiere at London’s BFI IMAX this evening, with a red carpet that featured director Francis Lawrence and stars Rachel… [+3354 chars]",Hunger Games,Cast,
,The A.V. Club,Leigh Monson,The Marvels review: The MCU does battle with itself,"It’s no secret these days that Marvel is having something of a crisis behind the scenes, completely revamping their approach to continuity-critical storytelling in their television efforts and scrambling to draw audiences back into theaters in a rudderless po…",https://www.avclub.com/the-marvels-film-review-mcu-brie-larson-1851001733,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/b204992e4ebcf309af625ccd796b77f1.jpg",2023-11-08T17:00:00Z,"Its no secret these days that Marvel is having something of a crisis behind the scenes, completely revamping their approach to continuity-critical storytelling in their television efforts and scrambl… [+4875 chars]",The Marvels,Writing,
,GameSpot,Lan Pitts,The Marvels Director Nia DaCosta Explains Finishing The Movie Remotely,"Last week Variety published a report about how some tastemakers and higher-ups at Disney were unhappy and uncertain about the MCU's future. Some concerns were about either having to bring back Avengers alum Scarlet Johannsen and Robert Downey, Jr., as well as…",https://www.gamespot.com/articles/the-marvels-director-nia-dacosta-explains-finishing-the-movie-remotely/1100-6518972/,https://www.gamespot.com/a/uploads/screen_kubrick/1597/15976769/4217565-the-marvels-captain-marvel-2-poster-international.jpg,2023-11-07T18:03:00Z,Last week Variety published a report about how some tastemakers and higher-ups at Disney were unhappy and uncertain about the MCU's future. Some concerns were about either having to bring back Avenge… [+2028 chars],The Marvels,Production,
,GameSpot,Lan Pitts,The Marvels Post-Credits Sequence Leaked--Massive Spoilers,"The post-credit stinger has been a Marvel tradition that started a trend with big-ticket franchise movies where they're almost expected in any feature nowadays. The latest entry for the MCU, The Marvels, will be hitting theaters in just a few days. Still, ear…",https://www.gamespot.com/articles/the-marvels-post-credits-sequence-leaked-massive-spoilers/1100-6519013/,https://www.gamespot.com/a/uploads/screen_kubrick/1597/15976769/4218257-intro-1689925542.jpg,2023-11-08T17:02:00Z,"The post-credit stinger has been a Marvel tradition that started a trend with big-ticket franchise movies where they're almost expected in any feature nowadays. The latest entry for the MCU, The Marv… [+2045 chars]",The Marvels,Writing,
,Space.com,Fran Ruiz,'The Marvels' review: A chaotic cosmic headache,"Marvel Studios' latest movie, The Marvels, exhibits all the symptoms of a rusty creative process. Despite some sparse bursts of charm, it lacks quality control.",https://www.space.com/the-marvels-review,https://cdn.mos.cms.futurecdn.net/yQA59729qsQbupbeLoWcj9-1200-80.jpg,2023-11-10T14:59:10Z,"Space is part of Future US Inc, an international media group and leading digital publisher. Visit our corporate site.
©
Future US, Inc. Full 7th Floor, 130 West 42nd Street,
New York,
NY 10036.",The Marvels,Writing,
,BGR,Chris Smith,The cheap Avengers trick in the final trailer won’t save The Marvels,"The Marvels opens on Friday in theaters around the world. With a few days go to, we have a surprising final trailer for it. It’s …
The post The cheap Avengers trick in the final trailer won’t save The Marvels appeared first on BGR.",https://bgr.com/entertainment/the-cheap-avengers-trick-in-the-final-trailer-wont-save-the-marvels/,https://bgr.com/wp-content/uploads/2023/11/the-marvels-trailer-3-final-7.jpg?quality=82&strip=all,2023-11-08T00:52:00Z,"The Marvels opens on Friday in theaters around the world. With a few days go to, we have a surprising final trailer for it. It’s no wonder Marvel is pulling out of the stops to promote the movie in t… [+4472 chars]",The Marvels,Lore,
,Vulture,Joe Reid,A Good Weekend for Miss Priss,"Sofia Coppola’s ‘Priscilla’ makes history at the box office. Plus, leaderboard shakeups, a team name spotlight, and The Marvels on the horizon for the Movies Fantasy League.",http://www.vulture.com/2023/11/sofia-coppola-priscilla-movies-fantasy-league.html,https://pyxis.nymag.com/v1/imgs/b16/a50/ef54c99999cdbf70f74afe1801fcbd4b95-priscilla-MFL.1x.rsocial.w1200.jpg,2023-11-07T21:00:11Z,"This is the latest edition of the Movies Fantasy League newsletter. The drafting window for this season has closed, but you can still sign up to get the newsletter, which provides a weekly recap of b… [+5450 chars]",The Marvels,Box Office,
,The A.V. Club,Peter Scobel,The Marvels: what to watch before the new MCU movie,"In Binge Club, our experts break down all the films and TV shows you need to brush up on ahead of The Marvels",https://www.avclub.com/the-marvels-what-to-watch-before-the-new-mcu-movie-1851000708,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/c09a7fa80efd33bc749998804355e582.jpg",2023-11-07T22:09:04Z,"In Binge Club, our experts break down all the films and TV shows you need to brush up on ahead of The Marvels
We may earn a commission from links on this page.",The Marvels,Lore,
